customerID,probabilidade_churn,classificacao_churn,faixa_risco,Churn_real,Contract,tenure,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,acao_recomendada
6390-DSAZX,0.6703571406122928,1,critico,Yes,Month-to-month,1,Fiber optic,Mailed check,73.6,73.6,Contato prioritario com oferta de retencao e revisao de plano
4285-GYRQC,0.6701733653738862,1,critico,Yes,Month-to-month,7,Fiber optic,Electronic check,86.25,587.1,Contato prioritario com oferta de retencao e revisao de plano
6127-ISGTU,0.6699179247817496,1,critico,Yes,Month-to-month,16,Fiber optic,Electronic check,84.95,1378.25,Contato prioritario com oferta de retencao e revisao de plano
4236-XPXAV,0.668666679963768,1,critico,Yes,Month-to-month,5,Fiber optic,Mailed check,99.15,465.05,Contato prioritario com oferta de retencao e revisao de plano
6077-BDPXA,0.6685070159346223,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,70.15,194.2,Contato prioritario com oferta de retencao e revisao de plano
4282-YMKNA,0.6683924591025301,1,critico,Yes,Month-to-month,9,Fiber optic,Electronic check,74.75,706.6,Contato prioritario com oferta de retencao e revisao de plano
7823-JSOAG,0.6681566394324274,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,74.5,217.45,Contato prioritario com oferta de retencao e revisao de plano
2123-AGEEN,0.6678317513972395,1,critico,No,Month-to-month,7,Fiber optic,Electronic check,84.35,609.65,Contato prioritario com oferta de retencao e revisao de plano
3370-HXOPH,0.6675517759559277,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,76.1,257.6,Contato prioritario com oferta de retencao e revisao de plano
2674-MIAHT,0.6670113005599942,1,critico,No,Month-to-month,4,Fiber optic,Mailed check,80.3,324.2,Contato prioritario com oferta de retencao e revisao de plano
1704-NRWYE,0.6666445464148142,1,critico,Yes,Month-to-month,9,Fiber optic,Electronic check,80.85,751.65,Contato prioritario com oferta de retencao e revisao de plano
3440-JPSCL,0.6662739792711935,1,critico,Yes,Month-to-month,6,Fiber optic,Mailed check,99.95,547.65,Contato prioritario com oferta de retencao e revisao de plano
8065-YKXKD,0.6662675508943622,1,critico,Yes,Month-to-month,10,Fiber optic,Electronic check,74.75,799.65,Contato prioritario com oferta de retencao e revisao de plano
8118-TJAFG,0.6662086969624926,1,critico,No,Month-to-month,9,Fiber optic,Electronic check,101.5,906.85,Contato prioritario com oferta de retencao e revisao de plano
8443-WVPSS,0.6662086969624926,1,critico,Yes,Month-to-month,10,Fiber optic,Electronic check,99.85,990.9,Contato prioritario com oferta de retencao e revisao de plano
0455-XFASS,0.6658635534999474,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,69.55,200.2,Contato prioritario com oferta de retencao e revisao de plano
7245-NIIWQ,0.6658635534999474,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,69.85,199.85,Contato prioritario com oferta de retencao e revisao de plano
0925-VYDLG,0.6654309004824472,1,critico,Yes,Month-to-month,3,Fiber optic,Electronic check,75.25,242,Contato prioritario com oferta de retencao e revisao de plano
2645-QTLMB,0.6653689100175095,1,critico,Yes,Month-to-month,7,Fiber optic,Electronic check,94.25,669,Contato prioritario com oferta de retencao e revisao de plano
1731-TVIUK,0.6650377132516129,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,93.5,362.2,Contato prioritario com oferta de retencao e revisao de plano
3834-XUIFC,0.6648302467982843,1,critico,Yes,Month-to-month,7,Fiber optic,Mailed check,85.2,602.55,Contato prioritario com oferta de retencao e revisao de plano
7590-VHVEG,0.6647255871365408,1,critico,No,Month-to-month,1,DSL,Electronic check,29.85,29.85,Contato prioritario com oferta de retencao e revisao de plano
9185-TQCVP,0.6645167920490544,1,critico,Yes,Month-to-month,14,Fiber optic,Electronic check,85.15,1139.2,Contato prioritario com oferta de retencao e revisao de plano
7858-GTZSP,0.6645167920490544,1,critico,No,Month-to-month,12,Fiber optic,Electronic check,86.55,1066.9,Contato prioritario com oferta de retencao e revisao de plano
5889-LFOLL,0.6645167920490544,1,critico,Yes,Month-to-month,13,Fiber optic,Electronic check,84.6,1115.2,Contato prioritario com oferta de retencao e revisao de plano
7379-POKDZ,0.663948006820894,1,critico,Yes,Month-to-month,3,Fiber optic,Electronic check,70.3,208.85,Contato prioritario com oferta de retencao e revisao de plano
1564-NTYXF,0.6638363191363982,1,critico,Yes,Month-to-month,13,Fiber optic,Electronic check,82.0,1127.2,Contato prioritario com oferta de retencao e revisao de plano
3677-IYRBF,0.6636117557307915,1,critico,Yes,Month-to-month,2,DSL,Electronic check,30.4,78.65,Contato prioritario com oferta de retencao e revisao de plano
6127-IYJOZ,0.6635855895177852,1,critico,No,Month-to-month,1,DSL,Mailed check,45.85,45.85,Contato prioritario com oferta de retencao e revisao de plano
9633-XQABV,0.6631284756635761,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,70.25,229.7,Contato prioritario com oferta de retencao e revisao de plano
5047-LHVLY,0.6624710892839394,1,critico,Yes,Month-to-month,1,DSL,Mailed check,50.15,50.15,Contato prioritario com oferta de retencao e revisao de plano
5947-SGKCL,0.6619162176702146,1,critico,No,Month-to-month,15,Fiber optic,Bank transfer (automatic),105.35,1559.25,Contato prioritario com oferta de retencao e revisao de plano
3074-GQWYX,0.6618383053277658,1,critico,Yes,Month-to-month,5,Fiber optic,Bank transfer (automatic),75.9,357.75,Contato prioritario com oferta de retencao e revisao de plano
5956-YHHRX,0.6612753840165478,1,critico,No,Month-to-month,21,Fiber optic,Electronic check,104.35,2271.85,Contato prioritario com oferta de retencao e revisao de plano
1658-BYGOY,0.6610534442846454,1,critico,Yes,Month-to-month,18,Fiber optic,Electronic check,95.45,1752.55,Contato prioritario com oferta de retencao e revisao de plano
7568-PODML,0.6609805054887218,1,critico,Yes,Month-to-month,1,DSL,Mailed check,45.3,45.3,Contato prioritario com oferta de retencao e revisao de plano
7218-HKQFK,0.6606172316450338,1,critico,Yes,Month-to-month,2,Fiber optic,Electronic check,94.2,167.5,Contato prioritario com oferta de retencao e revisao de plano
0674-EYYZV,0.6605816979945325,1,critico,No,Month-to-month,1,DSL,Electronic check,54.65,54.65,Contato prioritario com oferta de retencao e revisao de plano
5909-ECHUI,0.6604606909229994,1,critico,Yes,Month-to-month,1,DSL,Electronic check,56.25,56.25,Contato prioritario com oferta de retencao e revisao de plano
9822-OAOVB,0.6604606909229994,1,critico,No,Month-to-month,1,DSL,Electronic check,55.45,55.45,Contato prioritario com oferta de retencao e revisao de plano
3063-QFSZL,0.6604606909229994,1,critico,Yes,Month-to-month,1,DSL,Electronic check,55.4,55.4,Contato prioritario com oferta de retencao e revisao de plano
5293-WXJAK,0.6604475614682767,1,critico,Yes,Month-to-month,11,Fiber optic,Bank transfer (automatic),104.05,1133.65,Contato prioritario com oferta de retencao e revisao de plano
2260-USTRB,0.659885726302052,1,critico,Yes,Month-to-month,2,Fiber optic,Bank transfer (automatic),70.2,115.95,Contato prioritario com oferta de retencao e revisao de plano
3138-BKYAV,0.6591263237067942,1,critico,Yes,Month-to-month,6,Fiber optic,Electronic check,85.35,489.45,Contato prioritario com oferta de retencao e revisao de plano
2379-ENZGV,0.6591263237067942,1,critico,Yes,Month-to-month,6,Fiber optic,Electronic check,84.85,523.5,Contato prioritario com oferta de retencao e revisao de plano
3420-YJLQT,0.659028819373407,1,critico,No,Month-to-month,2,Fiber optic,Electronic check,79.55,151.75,Contato prioritario com oferta de retencao e revisao de plano
0302-JOIVN,0.6589192680055486,1,critico,Yes,Month-to-month,8,Fiber optic,Electronic check,101.15,842.9,Contato prioritario com oferta de retencao e revisao de plano
8800-JOOCF,0.6588742595656781,1,critico,No,Month-to-month,12,Fiber optic,Electronic check,84.05,966.55,Contato prioritario com oferta de retencao e revisao de plano
8111-RKSPX,0.6587360873874702,1,critico,Yes,Month-to-month,4,Fiber optic,Bank transfer (automatic),72.2,305.55,Contato prioritario com oferta de retencao e revisao de plano
5501-TVMGM,0.6585300545700162,1,critico,No,Month-to-month,1,DSL,Electronic check,55.25,55.25,Contato prioritario com oferta de retencao e revisao de plano
3583-EKAPL,0.6585300545700162,1,critico,Yes,Month-to-month,1,DSL,Electronic check,55.0,55,Contato prioritario com oferta de retencao e revisao de plano
7479-NITWS,0.6583834570138052,1,critico,Yes,Month-to-month,7,Fiber optic,Credit card (automatic),89.35,631.85,Contato prioritario com oferta de retencao e revisao de plano
2876-GZYZC,0.6579755645105324,1,critico,No,Month-to-month,13,Fiber optic,Electronic check,85.95,1215.65,Contato prioritario com oferta de retencao e revisao de plano
4585-HETAI,0.6577788294946056,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,73.75,325.45,Contato prioritario com oferta de retencao e revisao de plano
2737-WFVYW,0.657724442463428,1,critico,Yes,Month-to-month,2,DSL,Electronic check,45.25,85.5,Contato prioritario com oferta de retencao e revisao de plano
7315-WYOAW,0.6573769356924195,1,critico,No,Month-to-month,13,Fiber optic,Electronic check,100.75,1313.25,Contato prioritario com oferta de retencao e revisao de plano
8714-CTZJW,0.657318345891189,1,critico,No,Month-to-month,4,Fiber optic,Credit card (automatic),82.85,319.6,Contato prioritario com oferta de retencao e revisao de plano
0125-LZQXK,0.6571730229818514,1,critico,Yes,Month-to-month,15,Fiber optic,Electronic check,101.35,1553.95,Contato prioritario com oferta de retencao e revisao de plano
1866-OBPNR,0.6566324888615445,1,critico,No,Month-to-month,1,Fiber optic,Credit card (automatic),74.6,74.6,Contato prioritario com oferta de retencao e revisao de plano
8348-HFYIV,0.6566005732173896,1,critico,Yes,Month-to-month,2,DSL,Electronic check,49.25,90.35,Contato prioritario com oferta de retencao e revisao de plano
4770-UEZOX,0.6559422920148475,1,critico,No,Month-to-month,2,Fiber optic,Electronic check,74.75,144.8,Contato prioritario com oferta de retencao e revisao de plano
0004-TLHLJ,0.655840890144302,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,73.9,280.85,Contato prioritario com oferta de retencao e revisao de plano
9408-SSNVZ,0.6548480546353066,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,70.15,268.35,Contato prioritario com oferta de retencao e revisao de plano
0018-NYROU,0.6548480546353066,1,critico,No,Month-to-month,5,Fiber optic,Electronic check,68.95,351.5,Contato prioritario com oferta de retencao e revisao de plano
2845-HSJCY,0.6548479215308176,1,critico,Yes,Month-to-month,14,Fiber optic,Electronic check,87.25,1258.6,Contato prioritario com oferta de retencao e revisao de plano
1379-FRVEB,0.6538157512303021,1,critico,No,Month-to-month,15,Fiber optic,Electronic check,91.0,1430.05,Contato prioritario com oferta de retencao e revisao de plano
1740-CSDJP,0.6529756087042936,1,critico,Yes,Month-to-month,1,DSL,Bank transfer (automatic),35.25,35.25,Contato prioritario com oferta de retencao e revisao de plano
6047-YHPVI,0.65290227646455,1,critico,Yes,Month-to-month,5,Fiber optic,Electronic check,69.7,316.9,Contato prioritario com oferta de retencao e revisao de plano
2568-BRGYX,0.65290227646455,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,70.2,237.95,Contato prioritario com oferta de retencao e revisao de plano
2058-DCJBE,0.65290227646455,1,critico,Yes,Month-to-month,5,Fiber optic,Electronic check,69.75,324.6,Contato prioritario com oferta de retencao e revisao de plano
8861-HGGKB,0.6528887883416961,1,critico,Yes,Month-to-month,10,Fiber optic,Electronic check,86.45,830.85,Contato prioritario com oferta de retencao e revisao de plano
8734-DKSTZ,0.6528887883416961,1,critico,No,Month-to-month,10,Fiber optic,Electronic check,85.95,858.6,Contato prioritario com oferta de retencao e revisao de plano
8413-VONUO,0.6527965390378443,1,critico,Yes,Month-to-month,2,Fiber optic,Electronic check,95.65,167.3,Contato prioritario com oferta de retencao e revisao de plano
5138-WVKYJ,0.6525232387590407,1,critico,Yes,Month-to-month,10,Fiber optic,Electronic check,98.55,1008.55,Contato prioritario com oferta de retencao e revisao de plano
0616-ATFGB,0.6524667099095708,1,critico,Yes,Month-to-month,1,DSL,Electronic check,25.05,25.05,Contato prioritario com oferta de retencao e revisao de plano
0612-RTZZA,0.6524667099095708,1,critico,Yes,Month-to-month,1,DSL,Electronic check,25.25,25.25,Contato prioritario com oferta de retencao e revisao de plano
7638-QVMVY,0.6524434269523938,1,critico,Yes,Month-to-month,7,Fiber optic,Electronic check,79.0,522.95,Contato prioritario com oferta de retencao e revisao de plano
5445-UTODQ,0.6524434269523938,1,critico,Yes,Month-to-month,7,Fiber optic,Electronic check,81.1,576.65,Contato prioritario com oferta de retencao e revisao de plano
6437-UKHMV,0.6524434269523938,1,critico,Yes,Month-to-month,7,Fiber optic,Electronic check,79.7,586.05,Contato prioritario com oferta de retencao e revisao de plano
3585-ISXZP,0.6523005847060154,1,critico,Yes,Month-to-month,8,Fiber optic,Bank transfer (automatic),95.65,778.1,Contato prioritario com oferta de retencao e revisao de plano
3106-ULWFW,0.6521337460027228,1,critico,Yes,Month-to-month,8,Fiber optic,Credit card (automatic),85.2,627.4,Contato prioritario com oferta de retencao e revisao de plano
7994-UYIVZ,0.6521337460027228,1,critico,No,Month-to-month,8,Fiber optic,Bank transfer (automatic),85.65,659.45,Contato prioritario com oferta de retencao e revisao de plano
5883-GTGVD,0.6517217306643142,1,critico,Yes,Month-to-month,19,Fiber optic,Electronic check,99.95,1931.75,Contato prioritario com oferta de retencao e revisao de plano
6432-TWQLB,0.6516926939580108,1,critico,Yes,Month-to-month,5,Fiber optic,Electronic check,85.4,401.1,Contato prioritario com oferta de retencao e revisao de plano
6137-NICCO,0.6516389983301156,1,critico,No,Month-to-month,6,Fiber optic,Mailed check,94.05,518.75,Contato prioritario com oferta de retencao e revisao de plano
6087-MVHJH,0.6516075397520309,1,critico,Yes,Month-to-month,16,Fiber optic,Electronic check,88.45,1422.1,Contato prioritario com oferta de retencao e revisao de plano
2135-DQWAQ,0.6511461802152351,1,critico,No,Month-to-month,5,Fiber optic,Mailed check,85.3,420.45,Contato prioritario com oferta de retencao e revisao de plano
9250-WYPLL,0.6510949596078133,1,critico,Yes,Month-to-month,5,Fiber optic,Electronic check,75.55,413.65,Contato prioritario com oferta de retencao e revisao de plano
1602-IJQQE,0.6510949596078133,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,75.35,338.1,Contato prioritario com oferta de retencao e revisao de plano
6198-ZFIOJ,0.6510949596078133,1,critico,No,Month-to-month,5,Fiber optic,Electronic check,75.6,402.5,Contato prioritario com oferta de retencao e revisao de plano
2430-USGXP,0.6504770737690225,1,critico,Yes,Month-to-month,24,Fiber optic,Electronic check,101.05,2391.8,Contato prioritario com oferta de retencao e revisao de plano
3217-FZDMN,0.6498529513371182,1,critico,Yes,Month-to-month,8,Fiber optic,Credit card (automatic),94.45,742.95,Contato prioritario com oferta de retencao e revisao de plano
6608-QQLVK,0.6494858073004105,1,critico,Yes,Month-to-month,1,DSL,Electronic check,50.5,50.5,Contato prioritario com oferta de retencao e revisao de plano
2688-BHGOG,0.6494487335610306,1,critico,No,Month-to-month,9,Fiber optic,Electronic check,79.55,718.55,Contato prioritario com oferta de retencao e revisao de plano
7392-YYPYJ,0.6491192865674209,1,critico,No,Month-to-month,22,Fiber optic,Electronic check,100.65,2415.95,Contato prioritario com oferta de retencao e revisao de plano
4855-SNKMY,0.6486932461468974,1,critico,Yes,Month-to-month,1,DSL,Electronic check,44.1,44.1,Contato prioritario com oferta de retencao e revisao de plano
6128-CZOMY,0.6486932461468974,1,critico,Yes,Month-to-month,1,DSL,Electronic check,45.65,45.65,Contato prioritario com oferta de retencao e revisao de plano
5077-DXTCG,0.6486932461468974,1,critico,Yes,Month-to-month,1,DSL,Electronic check,45.3,45.3,Contato prioritario com oferta de retencao e revisao de plano
8356-WUAOJ,0.6486932461468974,1,critico,No,Month-to-month,1,DSL,Electronic check,45.0,45,Contato prioritario com oferta de retencao e revisao de plano
9828-AOQLM,0.6486932461468974,1,critico,Yes,Month-to-month,1,DSL,Electronic check,45.7,45.7,Contato prioritario com oferta de retencao e revisao de plano
0365-BZUWY,0.6485674443838618,1,critico,No,Month-to-month,17,Fiber optic,Electronic check,102.55,1742.5,Contato prioritario com oferta de retencao e revisao de plano
1571-SAVHK,0.6483426907756454,1,critico,Yes,Month-to-month,12,Fiber optic,Mailed check,99.95,1132.75,Contato prioritario com oferta de retencao e revisao de plano
7079-QRCBC,0.6476667479732267,1,critico,Yes,Month-to-month,24,Fiber optic,Electronic check,98.75,2407.3,Contato prioritario com oferta de retencao e revisao de plano
5937-EORGB,0.6475778730705964,1,critico,No,Month-to-month,15,Fiber optic,Electronic check,96.5,1392.25,Contato prioritario com oferta de retencao e revisao de plano
8225-BTJAU,0.6472664972270574,1,critico,Yes,Month-to-month,10,Fiber optic,Electronic check,79.25,793.55,Contato prioritario com oferta de retencao e revisao de plano
6435-SRWBJ,0.6469923508675266,1,critico,No,Month-to-month,5,Fiber optic,Electronic check,82.75,417.75,Contato prioritario com oferta de retencao e revisao de plano
2135-RXIHG,0.6467314886344736,1,critico,Yes,Month-to-month,1,DSL,Electronic check,45.65,45.65,Contato prioritario com oferta de retencao e revisao de plano
6959-UWKHF,0.6467314886344736,1,critico,Yes,Month-to-month,1,DSL,Electronic check,42.9,42.9,Contato prioritario com oferta de retencao e revisao de plano
8705-WZCYL,0.6467314886344736,1,critico,No,Month-to-month,1,DSL,Electronic check,44.8,44.8,Contato prioritario com oferta de retencao e revisao de plano
4373-VVHQL,0.6467314886344736,1,critico,No,Month-to-month,1,DSL,Electronic check,44.75,44.75,Contato prioritario com oferta de retencao e revisao de plano
2082-CEFLT,0.6467314886344736,1,critico,Yes,Month-to-month,1,DSL,Electronic check,45.6,45.6,Contato prioritario com oferta de retencao e revisao de plano
4361-JEIVL,0.6467314886344736,1,critico,Yes,Month-to-month,1,DSL,Electronic check,44.4,44.4,Contato prioritario com oferta de retencao e revisao de plano
0432-CAJZV,0.6463065236436765,1,critico,No,Month-to-month,3,Fiber optic,Mailed check,90.7,237.65,Contato prioritario com oferta de retencao e revisao de plano
8064-RAVOH,0.6455909735832708,1,critico,No,Month-to-month,1,DSL,Electronic check,49.85,49.85,Contato prioritario com oferta de retencao e revisao de plano
0822-GAVAP,0.6455414514546887,1,critico,Yes,Month-to-month,2,DSL,Electronic check,34.7,62.25,Contato prioritario com oferta de retencao e revisao de plano
2485-ITVKB,0.6455414514546887,1,critico,Yes,Month-to-month,2,DSL,Electronic check,35.1,68.75,Contato prioritario com oferta de retencao e revisao de plano
5429-LWCMV,0.6450208898273377,1,critico,No,Month-to-month,12,Fiber optic,Electronic check,89.15,1057.55,Contato prioritario com oferta de retencao e revisao de plano
5357-TZHPP,0.6446734004431294,1,critico,Yes,Month-to-month,9,Fiber optic,Credit card (automatic),84.4,732.5,Contato prioritario com oferta de retencao e revisao de plano
5868-YWPDW,0.6445324394773468,1,critico,Yes,Month-to-month,6,Fiber optic,Electronic check,84.2,519.15,Contato prioritario com oferta de retencao e revisao de plano
6689-TCZHQ,0.6442833944402284,1,critico,Yes,Month-to-month,5,Fiber optic,Electronic check,78.95,378.4,Contato prioritario com oferta de retencao e revisao de plano
6956-SMUCM,0.6441425743758885,1,critico,Yes,Month-to-month,3,Fiber optic,Credit card (automatic),99.0,287.4,Contato prioritario com oferta de retencao e revisao de plano
4813-HQMGZ,0.6441256934420941,1,critico,No,Month-to-month,8,Fiber optic,Electronic check,90.25,743.75,Contato prioritario com oferta de retencao e revisao de plano
9095-HFAFX,0.6438964919480402,1,critico,Yes,Month-to-month,5,Fiber optic,Credit card (automatic),81.0,389.6,Contato prioritario com oferta de retencao e revisao de plano
2472-OVKUP,0.6437775967402776,1,critico,Yes,Month-to-month,6,Fiber optic,Electronic check,91.0,531,Contato prioritario com oferta de retencao e revisao de plano
8183-ONMXC,0.6432449124554404,1,critico,Yes,Month-to-month,2,Fiber optic,Electronic check,80.75,159.45,Contato prioritario com oferta de retencao e revisao de plano
2737-YNGYW,0.6432449124554404,1,critico,Yes,Month-to-month,2,Fiber optic,Electronic check,80.55,184.1,Contato prioritario com oferta de retencao e revisao de plano
7198-GLXTC,0.6426665647987692,1,critico,Yes,Month-to-month,2,Fiber optic,Electronic check,79.0,143.65,Contato prioritario com oferta de retencao e revisao de plano
5569-KGJHX,0.6426224994350312,1,critico,Yes,Month-to-month,9,Fiber optic,Bank transfer (automatic),85.35,754.65,Contato prioritario com oferta de retencao e revisao de plano
2468-SJFLM,0.6426140009441619,1,critico,No,Month-to-month,1,Fiber optic,Mailed check,74.3,74.3,Contato prioritario com oferta de retencao e revisao de plano
1184-PJVDB,0.642191684376532,1,critico,Yes,Month-to-month,10,Fiber optic,Electronic check,79.95,857.2,Contato prioritario com oferta de retencao e revisao de plano
9696-RMYBA,0.6419227342930691,1,critico,No,Month-to-month,5,Fiber optic,Mailed check,80.1,398.55,Contato prioritario com oferta de retencao e revisao de plano
9402-ORRAH,0.6407687047498223,1,critico,No,Month-to-month,15,Fiber optic,Electronic check,91.5,1400.3,Contato prioritario com oferta de retencao e revisao de plano
3855-ONCAR,0.6404088829199952,1,critico,No,Month-to-month,4,Fiber optic,Mailed check,78.9,299.75,Contato prioritario com oferta de retencao e revisao de plano
9050-IKDZA,0.6402712995486219,1,critico,No,Month-to-month,2,Fiber optic,Mailed check,81.5,162.55,Contato prioritario com oferta de retencao e revisao de plano
2026-TGDHM,0.6401601941294767,1,critico,Yes,Month-to-month,7,Fiber optic,Electronic check,79.3,523.15,Contato prioritario com oferta de retencao e revisao de plano
6260-ONULR,0.639121804035226,1,critico,No,Month-to-month,1,DSL,Mailed check,62.8,62.8,Contato prioritario com oferta de retencao e revisao de plano
7156-MHUGY,0.6387873361306711,1,critico,Yes,Month-to-month,13,Fiber optic,Electronic check,90.5,1201.15,Contato prioritario com oferta de retencao e revisao de plano
6328-ZPBGN,0.6380969841976066,1,critico,Yes,Month-to-month,11,Fiber optic,Bank transfer (automatic),95.15,997.65,Contato prioritario com oferta de retencao e revisao de plano
2905-KFQUV,0.6377876984253514,1,critico,No,Month-to-month,2,Fiber optic,Credit card (automatic),70.4,154.8,Contato prioritario com oferta de retencao e revisao de plano
4597-NUCQV,0.6375737078803903,1,critico,Yes,Month-to-month,24,Fiber optic,Electronic check,101.25,2440.15,Contato prioritario com oferta de retencao e revisao de plano
1342-JPNKI,0.6368832840231855,1,critico,Yes,Month-to-month,10,Fiber optic,Bank transfer (automatic),86.05,834.1,Contato prioritario com oferta de retencao e revisao de plano
9685-WKZGT,0.6362723099594554,1,critico,Yes,Month-to-month,14,Fiber optic,Electronic check,74.95,1036.75,Contato prioritario com oferta de retencao e revisao de plano
8107-KNCIM,0.6362723099594554,1,critico,No,Month-to-month,14,Fiber optic,Electronic check,75.1,1013.35,Contato prioritario com oferta de retencao e revisao de plano
2272-QAGFO,0.6362723099594554,1,critico,Yes,Month-to-month,14,Fiber optic,Electronic check,74.3,1096.25,Contato prioritario com oferta de retencao e revisao de plano
4450-DLLMH,0.6357992331371497,1,critico,No,Month-to-month,2,Fiber optic,Credit card (automatic),71.3,157.75,Contato prioritario com oferta de retencao e revisao de plano
5832-XKAES,0.6357992331371497,1,critico,Yes,Month-to-month,2,Fiber optic,Credit card (automatic),69.8,134.7,Contato prioritario com oferta de retencao e revisao de plano
2868-SNELZ,0.6351767569111281,1,critico,Yes,Month-to-month,2,Fiber optic,Mailed check,80.6,155.8,Contato prioritario com oferta de retencao e revisao de plano
6892-XPFPU,0.6343631741004245,1,critico,Yes,Month-to-month,24,Fiber optic,Electronic check,104.25,2433.9,Contato prioritario com oferta de retencao e revisao de plano
5995-SNNEW,0.6343631741004245,1,critico,No,Month-to-month,23,Fiber optic,Electronic check,104.45,2184.85,Contato prioritario com oferta de retencao e revisao de plano
8118-LSUEL,0.6343631741004245,1,critico,Yes,Month-to-month,23,Fiber optic,Electronic check,106.4,2483.5,Contato prioritario com oferta de retencao e revisao de plano
5399-ZIMKF,0.6339893053806481,1,critico,No,Month-to-month,5,Fiber optic,Electronic check,74.65,383.65,Contato prioritario com oferta de retencao e revisao de plano
2025-JKFWI,0.6335985731130555,1,critico,Yes,Month-to-month,13,Fiber optic,Mailed check,99.0,1301.7,Contato prioritario com oferta de retencao e revisao de plano
2038-OEQZH,0.6335573158927902,1,critico,No,Month-to-month,4,Fiber optic,Electronic check,86.05,308.1,Contato prioritario com oferta de retencao e revisao de plano
4074-SJFFA,0.6328887960911923,1,critico,Yes,Month-to-month,1,DSL,Mailed check,54.75,54.75,Contato prioritario com oferta de retencao e revisao de plano
5949-XIKAE,0.6326337835686523,1,critico,Yes,Month-to-month,8,Fiber optic,Electronic check,83.55,680.05,Contato prioritario com oferta de retencao e revisao de plano
3874-EQOEP,0.632535065748116,1,critico,Yes,Month-to-month,7,Fiber optic,Mailed check,95.0,655.5,Contato prioritario com oferta de retencao e revisao de plano
2424-WVHPL,0.6324221780772535,1,critico,No,Month-to-month,1,Fiber optic,Electronic check,74.7,74.7,Contato prioritario com oferta de retencao e revisao de plano
2984-AFWNC,0.6317010976465283,1,critico,No,Month-to-month,3,Fiber optic,Electronic check,95.4,293.15,Contato prioritario com oferta de retencao e revisao de plano
3249-ZPQRG,0.6316733898449419,1,critico,Yes,Month-to-month,4,Fiber optic,Electronic check,78.45,330.05,Contato prioritario com oferta de retencao e revisao de plano
2018-PZKMU,0.6308967094967949,1,critico,No,Month-to-month,9,Fiber optic,Electronic check,103.1,970.45,Contato prioritario com oferta de retencao e revisao de plano
6629-CZTTH,0.6308890013884886,1,critico,Yes,Month-to-month,1,DSL,Mailed check,55.7,55.7,Contato prioritario com oferta de retencao e revisao de plano
0872-NXJYS,0.6307009687077548,1,critico,Yes,Month-to-month,9,Fiber optic,Electronic check,79.55,723.4,Contato prioritario com oferta de retencao e revisao de plano
7363-QTBIW,0.6307009687077548,1,critico,No,Month-to-month,9,Fiber optic,Electronic check,79.75,769.1,Contato prioritario com oferta de retencao e revisao de plano
3338-CVVEH,0.6306559457024886,1,critico,No,Month-to-month,12,Fiber optic,Electronic check,94.55,1173.55,Contato prioritario com oferta de retencao e revisao de plano
1965-AKTSX,0.6306101165435313,1,critico,Yes,Month-to-month,14,Fiber optic,Electronic check,78.95,1101.85,Contato prioritario com oferta de retencao e revisao de plano
0685-MLYYM,0.6302076154365587,1,critico,Yes,Month-to-month,2,Fiber optic,Electronic check,70.75,154.85,Contato prioritario com oferta de retencao e revisao de plano
1078-TDCRN,0.629028096631292,1,critico,No,Month-to-month,3,DSL,Electronic check,30.75,82.85,Contato prioritario com oferta de retencao e revisao de plano
6000-APYLU,0.6286962480966581,1,critico,Yes,Month-to-month,9,Fiber optic,Electronic check,80.8,713.1,Contato prioritario com oferta de retencao e revisao de plano
9514-JDSKI,0.628657728683185,1,critico,Yes,Month-to-month,1,DSL,Electronic check,40.2,40.2,Contato prioritario com oferta de retencao e revisao de plano
4853-OITSN,0.6282857744779073,1,critico,No,Month-to-month,5,Fiber optic,Electronic check,89.15,413.25,Contato prioritario com oferta de retencao e revisao de plano
5119-NZPTV,0.6282017954478508,1,critico,No,Month-to-month,2,Fiber optic,Electronic check,70.1,141.65,Contato prioritario com oferta de retencao e revisao de plano
3411-WLRSQ,0.6280934628392104,1,critico,No,Month-to-month,3,Fiber optic,Bank transfer (automatic),74.6,239.05,Contato prioritario com oferta de retencao e revisao de plano
4822-NGOCH,0.6280868787446935,1,critico,Yes,Month-to-month,13,Fiber optic,Electronic check,84.45,1058.6,Contato prioritario com oferta de retencao e revisao de plano
5520-FVEWJ,0.6280868787446935,1,critico,Yes,Month-to-month,12,Fiber optic,Electronic check,84.5,916.9,Contato prioritario com oferta de retencao e revisao de plano
6110-OHIHY,0.6279730541043473,1,critico,Yes,Month-to-month,3,Fiber optic,Electronic check,79.25,267.6,Contato prioritario com oferta de retencao e revisao de plano
